Insegna,Tipo via,Via,Civico,Codice via,Municipio,Accesso,Isolato,Presso,Forma commercio prevalente,Forma commercio secondaria,Forma vendita,Superficie somministrazione,Bar caffè,Bar gastronomici e simili,Biliardo,Bocce,Carte,Cibi cotti preconfezionati,Discoteche,Genere merceol.autorizz.sanit.,Giochi legge 388/2000,Mensa,Pizzeria,Prodotti di gastronomia,Ristorante,Spaccio bevande analcoliche,Tavola calda,Tavola fredda,Fast food,Osteria,Self service,Trattoria,context_type,IsAnomaly
c/o niguarda ca granda,PIAZZA,OSPEDALE MAGGIORE,3,1523,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,78.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
coffee design triennale m,VIALE,ALEMAGNA EMILIO,6,7106,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,138.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,SERIO,15,4130,5,accesso interno,0,Non specificato,somministrazione,Assente,al banco,205.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,CORSO,BUENOS AIRES,36,2129,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,39.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,CORSO,MATTEOTTI GIACOMO,7,218,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
mensa int.consama scarl.,LARGO,DOMODOSSOLA,1,6140,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,143.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZALE,LOTTO LORENZO,15,6539,8,accesso interno,0,lido di milano,somministrazione,Assente,al banco,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
bar caffe,PIAZZA,CADUTI DEL LAVORO,5,5249,5,accesso interno,0,Non specificato,somministrazione,Assente,al banco,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
Non specificata,PIAZZA,CASTELLO,000,704,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,DUCA D'AOSTA,S.N.C.,1200,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,ESQUILINO,9,6533,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,263.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,LUIGI DI SAVOIA,1,2260,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,159.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,STUPARICH CARLO,1,6468,8,accesso interno,0,palalido,somministrazione,Assente,al banco,69.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ALSERIO,5,1153,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,AMPERE ANDREA MARIA,20,2428,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ARPINO,11,6331,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,166.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BELGIOIOSO CRISTINA,120,7501,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,67.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BORSA MARIO,50,7523,8,accesso interno,3,parrocchia,somministrazione,Assente,al banco,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,CALABRIA DON GIOVANNI,16,2524,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,187.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,CALABRIA DON GIOVANNI,21,2524,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,67.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,CANDIANI GIUSEPPE,131,1242,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,67.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,CANDIANI GIUSEPPE,26,1242,9,accesso interno,0,bocciodromo comunale,somministrazione,Assente,al banco,120.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
collegio universitario,VIA,CASTELBARCO GIAN CARLO,30,4201,5,accesso interno,0,collegio universitario,somministrazione,Assente,al banco,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,school,False
Non specificata,VIA,CASTEL MORRONE,5,3185,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,76.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,CAVEZZALI FRANCESCO,9,2335,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
int.spazi tiglio j srl.,VIA,CAVIGLIA ENRICO,11,4198,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIA,CILEA FRANCESCO,51,7526,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,58.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,CILEA FRANCESCO,061,7526,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
bar/centro sportiv.saini,VIA,CORELLI ARCANGELO,136,3243,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,138.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
bar bianco(int.parco semp,VIA,CURTATONE,12,4034,1,accesso interno,113,Non specificato,somministrazione,Assente,al banco,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
nuova accad. belle arti,VIA,DARWIN CARLO ROBERTO,20,5238,6,accesso interno,0,Non specificato,somministrazione,Assente,al banco,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,DEGLI ULIVI,2,6825,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,164.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,DEI CICLAMINI,18,6693,6,accesso interno,0,Non specificato,somministrazione,Assente,al banco,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,DEI PESTAGALLI,27,3376,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,62.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,DEI PICCOLOMINI,5,6513,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,64.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
ippodromo del trotto,VIA,DEI PICCOLOMINI,002,6513,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,120.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,DELLE FORZE ARMATE,322,6643,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,DEL RICORDO,58,2496,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,DON MINZONI GIOVANNI,11,1141,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,219.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,DURINI,14,313,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,71.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,FARAVELLI LUIGI GIUSEPPE,16,7162,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,64.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,FIGINO AMBROGIO,13,7387,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,150.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,FILODRAMMATICI,2,113,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,GAGGIA PIETRO,4,4187,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,78.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,GALILEI GALILEO,12,1102,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,108.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,GARGANO,15,4163,5,accesso interno,0,Non specificato,somministrazione,Assente,al banco,375.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,GIAMBELLINO,5,5136,6,accesso interno,0,Non specificato,somministrazione,Assente,al banco,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,GIOIA MELCHIORRE,69,1108,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,GIOVANNI DA PROCIDA,1,7151,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,68.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,GONIN FRANCESCO,16,5376,6,accesso interno,0,campo giordano dell'amore,somministrazione,Assente,al banco,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,GORANI,009,635,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,59.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,GRAF ARTURO,4,7338,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,GRAZIANO IMPERATORE,000,1524,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,78.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,IMBONATI CARLO,24,1311,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,72.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ISEO,10,1571,9,accesso interno,0,stabilimento balneare,somministrazione,Assente,al banco,73.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIA,LAGO DI NEMI,031,5351,6,accesso interno,0,Non specificato,somministrazione,Assente,al banco,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,LARGA,15,318,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,LEGNONE,57,1298,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,LEONE XIII,14,6353,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,LOMBROSO CESARE,103,3334,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,LONDONIO FRANCESCO,14,7134,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,57.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,LOPE DE VEGA FELICE,35,5408,6,accesso interno,0,il lope,somministrazione,Assente,al banco,110.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,LUDOVICO DI BREME,25,7396,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,71.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MALPIGHI MARCELLO,3,2182,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,230.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
circolo don massimo bign,VIA,MANARESI CESARE,13,6837,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MANCINI LODOVICO,2,3082,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MANZONI ALESSANDRO,42,230,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MARCELLO BENEDETTO,79,2128,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,338.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MASOTTO UMBERTO,12,3283,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MASSARA DE CAPITANI,3,1261,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MELEGARI LUIGI AMEDEO,1,3045,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,118.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MELZO,5,2184,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
new ciao ciao,VIA,MERLO CARLO GIUSEPPE,3,329,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MODENA GUSTAVO,2,3122,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MONDOVI',7,2515,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,390.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MONTE ROSA,81,6388,7,accesso interno,0,comunita' religiosa p.i.m.e.,somministrazione,Assente,al banco,68.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
mensa interaziendale,VIA,MONTE ROSA,91,6388,7,accesso interno,0,servizi aziendali pricewaterhousecoopers srl,somministrazione,Assente,al banco,154.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIA,NATTA GIULIO,48,6860,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,OLGETTINA,60,2530,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,171.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,OLIVIERI ALESSIO,15,6703,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,41.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,OROPA,3,2381,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,170.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,OSLAVIA,28,2672,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,58.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,PAISIELLO GIOVANNI,7,2245,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,PALLANZA,26,1453,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,PALMARIA,9,1404,9,accesso interno,163,Non specificato,somministrazione,Assente,al banco,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,PANIZZA BARTOLOMEO,8,6208,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,PERGOLESI GIOVANNI BATTISTA,8,2231,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,PIERO DELLA FRANCESCA,55,7188,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,41.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,PISANELLO,1,6600,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,101.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
c/o arcigay binario uno,VIA,PLEZZO,16,2653,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,160.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,POLIBIO,1,6195,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,108.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,PORRO LAMBERTENGHI LUIGI,12,1142,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,31.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,POZZOBONELLI GIUSEPPE,4,1725,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,59.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,PROCACCINI GIULIO CESARE,4,7204,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,108.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
c/o a.f.p.g.,VIA,PUSIANO,52,2397,3,accesso interno,0,a.f. giovanni piamarta,somministrazione,Assente,al banco,356.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,REMBRANDT,58,6618,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,RINUCCINI OTTAVIO,7,2294,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,105.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
int. ist. oncologia,VIA,RIPAMONTI GIUSEPPE,435,4066,5,accesso interno,0,Non specificato,somministrazione,Assente,al banco,222.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,RISMONDO FRANCESCO,77,6756,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,97.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,RIZZOLI ANGELO,8,2588,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,178.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ROVIGNO,21,2319,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,38.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,SAND GEORGE,17,1554,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,SANT' ABBONDIO,12,5315,5,accesso interno,0,stabilimento balneare,somministrazione,Assente,al banco,37.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,company,False
blues house,VIA,SANT' UGUZZONE,26,2448,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,SARFATTI ROBERTO,25,4202,5,accesso interno,0,universita' bocconi milano,somministrazione,Assente,al banco,237.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,school,False
Non specificata,VIA,SCALARINI GIUSEPPE,8,4004,5,accesso interno,0,Non specificato,somministrazione,Assente,al banco,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,SCARLATTI DOMENICO,20,2136,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,SIMONE D'ORSENIGO,21,3196,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,SOTTOCORNO PASQUALE,6,3152,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,62.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TUCIDIDE,56,3251,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,VALSESIA,96,6854,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,47.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,VALTELLINA,21,1188,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,382.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,VERRO BERNARDINO,7,4223,5,accesso interno,0,Non specificato,somministrazione,Assente,al banco,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,WASHINGTON GIORGIO,97,6111,6,accesso interno,0,Non specificato,somministrazione,Assente,al banco,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,CERTOSA,119,7174,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,COL DI LANA,12,5198,5,accesso interno,0,Non specificato,somministrazione,Assente,al banco,48.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,DE GASPERI ALCIDE,20,7482,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,DUILIO,S.N.C.,6356,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,FAENZA,7,5350,6,accesso interno,0,Non specificato,somministrazione,Assente,al banco,46.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
nuovo intervallo srl,VIALE,LIGURIA,21,5264,6,accesso interno,0,Non specificato,somministrazione,Assente,al banco,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIALE,MONTE CENERI,62,7176,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,MONTE GRAPPA,14,1101,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,MONZA,110,2274,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,61.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,MONZA,119,2274,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,MURILLO S.B.,18,6551,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,61.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,PIRELLI PIERO E ALBERTO,6,1727,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,SAN MICHELE DEL CARSO,20,6212,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,SARCA,336,1427,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,276.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,SERRA RENATO,57,6426,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
