Insegna,Tipo via,Via,Civico,Codice via,Municipio,Accesso,Isolato,Presso,Forma commercio prevalente,Forma commercio secondaria,Forma vendita,Superficie somministrazione,Bar caffè,Bar gastronomici e simili,Biliardo,Bocce,Carte,Cibi cotti preconfezionati,Discoteche,Genere merceol.autorizz.sanit.,Giochi legge 388/2000,Mensa,Pizzeria,Prodotti di gastronomia,Ristorante,Spaccio bevande analcoliche,Tavola calda,Tavola fredda,Fast food,Osteria,Self service,Trattoria,context_type,IsAnomaly
Non specificata,VIA,STRESA,022,1396,2,accesso interno,127,mensa dip. regione lombar.,somministrazione,Assente,self service,187.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,public_office,False
Non specificata,VIA,TENCA CARLO,2,2118,2,accesso interno,96,mensa polygram italia srl,somministrazione,Assente,self service,128.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIA,TERRUGGIA GIOVANNI,22,1533,9,accesso interno,64,Non specificato,somministrazione,Assente,self service,45.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TIMAVO,14,1174,2,accesso interno,0,comunità pensione religios,somministrazione,Assente,self service,72.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TOFFETTI VINCENZO,121,4188,4,accesso interno,32,inps,somministrazione,Assente,self service,165.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TONEZZA,13,6647,7,accesso interno,205,Non specificato,somministrazione,Assente,self service,70.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TONEZZA,5,6647,7,accesso interno,205,Non specificato,somministrazione,Assente,self service,100.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TORTONA,35,5124,6,accesso interno,41,mensa c.g.e. spa,somministrazione,Assente,self service,149.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TRAIANO MARCO ULPIO,18,7157,8,accesso interno,338,Non specificato,somministrazione,Assente,self service,150.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TRANCHEDINI NICODEMO,4,7247,8,accesso interno,0,Non specificato,somministrazione,Assente,self service,149.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TRIBONIANO,103,7444,8,accesso interno,136,mensa o.n.t.,somministrazione,Assente,self service,35.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TRIBONIANO,000,7444,8,accesso interno,0,impianto ferroviario di mi,somministrazione,Assente,self service,147.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TRILUSSA,10,7367,8,accesso interno,0,scuola elementare,somministrazione,Assente,self service,415.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
Non specificata,VIA,TRIVULZIO ANTONIO TOLOMEO,15,6277,7,accesso interno,0,pio albergo trivulzio,somministrazione,Assente,self service,147.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,VALCAVA,6,7255,8,accesso esterno,320,mensa crouzet spa,somministrazione,Assente,self service,253.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,VALSOLDA,15,5288,6,accesso interno,22,mensa fitre spa,somministrazione,Assente,self service,90.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,VESPRI SICILIANI,29,5137,6,accesso interno,150,Non specificato,somministrazione,Assente,self service,171.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,VESPRI SICILIANI,75,5137,6,accesso interno,0,scuola elementare,somministrazione,Assente,self service,224.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
Non specificata,VIA,VIGANO' FRANCESCO,4,1121,9,accesso interno,326,Non specificato,somministrazione,Assente,self service,206.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,VIVIANI VINCENZO,8,1185,9,accesso interno,0,Non specificato,somministrazione,Assente,self service,164.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ZOCCHI CESARE,1,1301,9,accesso interno,0,Non specificato,somministrazione,Assente,self service,124.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,BODIO LUIGI,033,1237,9,accesso interno,92,alcatel face spa,somministrazione,Assente,self service,149.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,BRENTA,32,4151,4,accesso interno,50,ras assicurazioni,somministrazione,Assente,self service,298.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,CAMPANIA,23,3100,4,accesso interno,242,mensa ditta cinemeccanica,somministrazione,Assente,self service,125.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,CASSALA,16,5275,6,accesso interno,153,schlumberger industries s.,somministrazione,Assente,self service,189.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,CERTOSA,126,7174,8,accesso interno,234,bayer italia spa,somministrazione,Assente,al banco,152.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,CERTOSA,220,7174,8,accesso interno,209,mensa italmarine spa,somministrazione,Assente,self service,53.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,CERTOSA,222,7174,8,accesso interno,209,levante norditalia s.p.a.,somministrazione,Assente,self service,221.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIALE,CERTOSA,247,7174,8,accesso esterno,185,merloni spa,somministrazione,Assente,self service,194.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,CORSICA,82,3262,4,accesso interno,271,Non specificato,somministrazione,Assente,self service,150.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,DE GASPERI ALCIDE,000,7482,8,accesso interno,0,rhiag s.p.a. ang.pizzoni,somministrazione,Assente,self service,173.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIALE,FAMAGOSTA,75,5353,6,accesso interno,50,coop. lombardia a r.l.,somministrazione,Assente,self service,133.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,horeca,False
Non specificata,VIALE,LANCETTI VINCENZO,29,1221,9,accesso interno,103,mensa sampre spa,somministrazione,Assente,self service,35.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,LANCETTI VINCENZO,017,1221,9,accesso interno,0,agos s.p.a.,somministrazione,Assente,self service,147.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIALE,LUCANIA,6,4173,4,accesso interno,57,il carbonio spa,somministrazione,Assente,self service,89.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,MONZA,113,2274,2,accesso interno,293,mensa ff ss,somministrazione,Assente,self service,230.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,MONZA,268,2274,2,accesso interno,40,mensa hartmann e braun spa,somministrazione,Assente,self service,110.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/0 instrumentation labor,VIALE,MONZA,338,2274,2,accesso interno,0,coca cola srl,somministrazione,Assente,self service,194.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIALE,MUGELLO,001,3140,4,accesso interno,0,scuola elementare,somministrazione,Assente,self service,208.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
Non specificata,VIALE,ORTLES,69,4133,5,accesso interno,46,casa dell'accoglienza ortl,somministrazione,Assente,self service,205.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,SARCA,222,1427,9,accesso interno,0,castello arcimboldi bicocc,somministrazione,Assente,self service,108.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
int. s.i.s.te srl,VIALE,SARCA,223,1427,9,accesso interno,45,alfa wassermann s.p.a.,somministrazione,Assente,self service,130.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIALE,STURZO DON LUIGI,000,1704,9,accesso interno,316,Non specificato,somministrazione,Assente,self service,77.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,TESTI FULVIO,121,1441,9,accesso interno,96,mensa manifattura tabacchi,somministrazione,Assente,self service,153.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,TESTI FULVIO,285,1441,9,accesso interno,33,ditte convenzionate,somministrazione,Assente,self service,250.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,TESTI FULVIO,330,1441,9,accesso interno,37,italfarmaco spa,somministrazione,Assente,self service,175.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,UMBRIA,009,3145,4,accesso interno,0,Non specificato,somministrazione,Assente,self service,136.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
7112007,PIAZZALE,CIMITERO MONUMENTALE,000,7233,8,accesso interno,0,cimitero monumentale,somministrazione,Assente,al banco,73.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
asilo nido comunale,VIA,ZURETTI GIANFRANCO,70,1216,2,accesso interno,0,asilo nido comunale,somministrazione,Assente,al banco,156.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
atm deposito messina,VIA,MESSINA,41,7211,8,accesso interno,38,a.t.m.,somministrazione,Assente,self service,216.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
atm deposito novara,VIA,NOVARA,41,6624,7,accesso interno,68,a.t.m.,somministrazione,Assente,self service,182.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
atm deposito palmanova,VIA,ESTERLE CARLO,6,2368,2,accesso interno,300,a.t.m.,somministrazione,Assente,self service,213.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
atm deposito sarca,VIALE,SARCA,10,1427,9,accesso interno,157,a.t.m.,somministrazione,Assente,self service,278.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
azienda,VIA,BROLETTO,46,720,1,accesso interno,367,gruppo banca leonardo spa,somministrazione,Assente,self service,157.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
azienda,VIA,BUSTO ARSIZIO,40,7363,8,accesso interno,0,giuffrè editore,somministrazione,Assente,self service,155.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
azienda,VIA,FORTEZZA,27,2449,2,accesso interno,10,a e g marco spa,somministrazione,Assente,self service,257.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
azienda,VIA,ROMBON,11,2659,3,accesso interno,94,mensa interaziendale,somministrazione,Assente,self service,155.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
ballestra azienda,VIA,PORTALUPPI PIERO,17,3332,4,accesso interno,81,ballestra spa,somministrazione,Assente,self service,182.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
bilingual european school,VIA,VAL CISMON,9,1666,9,accesso interno,132,bilingual european school,somministrazione,Assente,self service,77.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
bnl,VIA,ACHILLE,4,6419,7,accesso interno,132,bnl,somministrazione,Assente,self service,167.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/0 agenzia entrate milan,PIAZZA,STUPARICH CARLO,2,6468,8,accesso esterno,165,agenzia delle entrate uffi,somministrazione,Assente,al banco,130.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,public_office,False
c/0 atahotel fiera milano,VIALE,BOEZIO SEVERINO,20,6357,8,accesso interno,84,albergo atahtel fieramilan,somministrazione,Assente,self service,55.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
casa cura la madonnina,VIA,LAMARMORA ALFONSO,10,4103,1,accesso interno,116,casa di cura città di mila,somministrazione,Assente,self service,99.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,hospital,False
casa di cura san camillo,VIA,MACCHI MAURO,5,2133,2,accesso interno,54,casa di cura san camillo,somministrazione,Assente,self service,154.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,hospital,False
casa di reclusione,VIA,CAMPORGNAGO,40,4358,5,accesso interno,219,casa di reclusione milano,somministrazione,Assente,self service,160.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
casa famiglia milano affo,VIA,FACCIO FRANCO,15,1562,9,accesso interno,88,casa famiglia di milano af,somministrazione,Assente,self service,130.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
casa oasi s.francesco,VIA,ARZAGA,23,6674,6,accesso interno,69,oasi s.francesco,somministrazione,Assente,self service,288.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
casa riposo s.giuseppe,VIA,DELLE ANDE,11,7496,8,accesso interno,62,casa di riposo san giusepp,somministrazione,Assente,al tavolo,124.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
centro scolastico aurora,VIA,NOE ENRICO,24,2211,3,accesso interno,109,centro scolastico aurora,somministrazione,Assente,self service,59.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
centro scolastico monfore,PIAZZALE,MADONNA DI FATIMA,1,4382,5,accesso interno,0,Non specificato,somministrazione,Assente,al banco,136.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
cimitero lambrate,VIALE,TURCHIA,000,2700,3,accesso interno,0,cimitero lambrate,somministrazione,Assente,al banco,67.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
cimitero maggiore,PIAZZALE,CIMITERO MAGGIORE,000,7442,8,accesso interno,0,cimitero maggiore,somministrazione,Assente,al banco,175.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o alcantara,VIA,MECENATE,86,3323,4,accesso interno,73,alcantara,somministrazione,Assente,self service,246.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o asilo nido,VIALE,PIAVE,38,2179,3,accesso interno,151,asilo nido,somministrazione,Assente,self service,37.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o asilo nido il giardin,VIA,PONTI ETTORE,17,5297,6,accesso esterno,29,Non specificato,somministrazione,Assente,self service,30.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o a.t.m.,VIA,CUSTODI PIETRO,7,5199,5,accesso interno,96,a.t.m.,somministrazione,Assente,self service,142.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o a.t.m.,VIA,F.LLI RIZZARDI,75,6736,8,accesso interno,9,a.t.m.,somministrazione,Assente,self service,304.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o a.t.m.,VIA,MARIGNANO,51,3351,4,accesso interno,93,a.t.m.,somministrazione,Assente,self service,172.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o banca nazion.lavoro,VIA,CRESPI BENIGNO,26,1313,9,accesso interno,71,banca nazionale del lavoro,somministrazione,Assente,self service,185.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o citybank milano,FORO,BUONAPARTE,16,711,1,accesso interno,293,citibank milano,somministrazione,Assente,self service,210.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o dompe farmaceutici,VIA,SAN MARTINO,12,4016,1,accesso interno,47,dompe' farmaceutici,somministrazione,Assente,self service,113.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o fosfantartiglio spa,VIA,DEI FONTANILI,32,4224,5,accesso interno,39,fosfantartiglio,somministrazione,Assente,self service,60.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o ist. s. giuseppe,VIA,BAZZINI ANTONIO,10,2427,3,accesso interno,48,istituto san giuseppe,somministrazione,Assente,self service,65.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o ist. suore di m. con.,VIA,GIOIA MELCHIORRE,51,1108,2,accesso interno,239,istituto delle suore di ma,somministrazione,Assente,self service,157.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o luigi zaini spa,VIA,IMBONATI CARLO,59,1311,9,accesso interno,59,luigi zaini s.p.a.,somministrazione,Assente,self service,100.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
complesso multiservizi,VIA,OGLIO,18,4105,4,accesso interno,50,comune di milano,somministrazione,Assente,al banco,229.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,public_office,False
comune,VIA,FRIULI,30,3199,4,accesso interno,143,comune di milano,somministrazione,Assente,al banco,308.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,public_office,False
comune di milano,VIA,MONVISO,6,7212,8,accesso interno,54,mensa comune di milano,somministrazione,Assente,self service,159.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,public_office,False
consiglio naz. della rice,VIA,BASSINI EDOARDO,15,2587,3,accesso interno,81,consiglio nazionale delle,somministrazione,Assente,self service,154.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o r.s.a. quarenghi,VIA,QUARENGHI GIACOMO,022,7478,8,accesso interno,0,r.s.a. quarenghi,somministrazione,Assente,self service,142.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o suore domenicane,VIALE,VIGLIANI PAOLO ONORATO,51,6422,8,accesso interno,169,suore domenicane miss. del,somministrazione,Assente,self service,133.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o tamoil italia spa,VIA,COSTA ANDREA,17,2276,2,accesso interno,353,tamoil italia s.p.a.,somministrazione,Assente,self service,396.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
c/o telecom,VIA,TACITO CORNELIO,14,4168,4,accesso interno,186,telecom italia,somministrazione,Assente,self service,210.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o touring club italiano,CORSO,ITALIA,10,526,1,accesso interno,354,touring club italiano,somministrazione,Assente,self service,261.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o turing club italiano,VIA,ADAMELLO,10,4135,5,accesso interno,12,touring club italiano,somministrazione,Assente,self service,259.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o vaillant spa,VIA,CRESPI BENIGNO,70,1313,9,accesso interno,54,vaillant spa,somministrazione,Assente,self service,134.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o xerox spa,VIA,MEDICI DEL VASCELLO GIACOMO,26,3377,4,accesso interno,36,xerox spa - pal. 3/a,somministrazione,Assente,self service,50.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
cr fond. biffi villa anto,VIA,DEI CICLAMINI,34,6693,6,accesso interno,34,fondazione biffi,somministrazione,Assente,self service,55.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
int. a.t.m.,VIA,TEODOSIO,89,2550,3,accesso interno,3,a.t.m.,somministrazione,Assente,self service,170.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
internationalschool of eu,VIA,CACCIALEPORI,22,6557,7,accesso interno,293,scuola international schoo,somministrazione,Assente,self service,228.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
interno a.t.m.,LARGO,SERENI VITTORIO,1,3384,4,accesso interno,0,Non specificato,somministrazione,Assente,self service,118.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
int.poste italiane,PIAZZA,VESUVIO,6,6110,7,accesso interno,289,cuas-ps-polo tecnologico,somministrazione,Assente,self service,161.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
int. sanofi aventis spa.,VIALE,BODIO LUIGI,37,1237,9,accesso interno,0,sanofi aventis s.p.a.,somministrazione,Assente,self service,152.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
int.vodafone,VIA,BISCEGLIE,104,6707,6,accesso interno,86,vodafone,somministrazione,Assente,al banco,157.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
int. zust ambrosetti spa.,VIA,TOFFETTI VINCENZO,104,4188,4,accesso interno,34,zust ambrosetti,somministrazione,Assente,self service,345.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
istituto giacomo leopardi,VIA,ARENA,13,5182,1,accesso interno,216,istituto giacomo leopardi,somministrazione,Assente,self service,81.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
istituto leopardi,VIA,CARROCCIO,9,5094,1,accesso interno,459,istituto leopardi,somministrazione,Assente,self service,42.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
istituto san vincenzo,VIA,COPERNICO NICOLO',1,1204,2,accesso interno,240,istituto san vincenzo,somministrazione,Assente,self service,174.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
istituto s.carlo,CORSO,MAGENTA,71,604,1,accesso interno,144,collegio san carlo s.r.l.,somministrazione,Assente,self service,180.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
ist. maria consolatrice,VIALE,CORSICA,078,3262,4,accesso interno,0,istituto delle suore di ma,somministrazione,Assente,self service,49.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
ist.naz.fanciulez.abband.,VIA,BIXIO NINO,16,3133,3,accesso interno,155,ass. naz.della fanciullezz,somministrazione,Assente,self service,157.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
ist. sales. sant ambrogio,VIA,COPERNICO NICOLO',9,1204,2,accesso interno,240,istituto salesiano s. ambr,somministrazione,Assente,al tavolo,170.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mediolanum farmaceutici,VIA,COTTOLENGO SAN GIUSEPPE,15,5375,6,accesso interno,0,mediolanum farmaceutici s.,somministrazione,Assente,self service,150.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa,VIA,APELLE,38,2454,2,accesso interno,113,Non specificato,somministrazione,Assente,self service,114.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa bar resid.anziani,VIA,DARWIN CARLO ROBERTO,17,5238,6,accesso interno,83,residenza sanitaria per an,somministrazione,Assente,self service,285.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,horeca,False
mensa c/o bic italia spa.,VIA,LORENZINI GIOVANNI,10,4005,5,accesso interno,12,bic italia s.p.a.,somministrazione,Assente,self service,153.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
mensa c/o f.f.s.s.,VIA,BREDA ERNESTO,28,2342,2,accesso interno,93,Non specificato,somministrazione,Assente,self service,292.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa c/o f.lli branca,VIA,RESEGONE,2,1228,9,accesso interno,99,f.lli branca distillerie,somministrazione,Assente,self service,156.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa c/o hachette ruscon,VIALE,SARCA,235,1427,9,accesso interno,43,hachette rusconi,somministrazione,Assente,self service,156.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa c/o humana italia,VIALE,LIGURIA,18,5264,6,accesso interno,156,humana italia s.p.a.,somministrazione,Assente,self service,104.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
mensa c/o idb holding,VIALE,ORTLES,12,4133,5,accesso esterno,104,idb holding,somministrazione,Assente,self service,192.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa c/o ist.p.redaelli,VIA,BARTOLOMEO D'ALVIANO,78,6612,6,accesso esterno,29,istituto p. redaelli,somministrazione,Assente,self service,156.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa c/o iulm,VIA,FILARGO PIETRO,20,5277,6,accesso interno,23,università iulm,somministrazione,Assente,self service,233.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
mensa c/o osped.militare,VIA,SAINT BON SIMONE,7,6670,7,accesso interno,187,ospedale militare di milan,somministrazione,Assente,self service,157.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,hospital,False
mensa c/o risomesa spa.,VIA,DEI MOCENIGO,9,4165,4,accesso interno,180,risomesa spa,somministrazione,Assente,self service,40.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa c/o siei peterlongo,VIA,LOMELLINA,41,3280,4,accesso interno,218,siei peterlongo spa,somministrazione,Assente,self service,126.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
